"Ano";"Estado";"Município";"Controle";"Frequenta_Curso_Bin2";"Instrucao_Responsavel_UD";"Idade_Responsavel_UD";"Idade_Responsavel_UD_Quad";"N_Hab_UD";"Renda_Domiciliar_Per_Capita_SM";"Ocupacao_Responsavel_UD_NOVA";"Composicao_Familiar_NOVA";"Idade";"Sexo";"Raca_Nova";"Regional"
2000;31;6200;2563863;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";25;625;4;0,39;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2230330;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";68;4624;10;0,351;"0 Outros";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3008724;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;9;0,2211111;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;2443650;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";41;1681;8;0,31125;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;4558137;"1 Frequenta";"2 Médio completo e superior incompleto";30;900;3;2,76;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;5202939;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";46;2116;5;0,96;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;2634240;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";27;729;5;0,37;"3 Empregado sem CLT";"2 Mulher solteira com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;3377169;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";24;576;5;0;"0 Outros";"2 Mulher solteira com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2090830;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";46;2116;5;0,556;"0 Outros";"3 Outros";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;4496992;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";26;676;4;0,0825;"0 Outros";"2 Mulher solteira com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;4364506;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";57;3249;8;1,06;"4 Conta Própria";"2 Mulher solteira com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;3039493;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";35;1225;7;0,2857143;"2 Empregado com CLT ou RP";"3 Outros";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;97293;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";34;1156;5;1,43;"2 Empregado com CLT ou RP";"3 Outros";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;1345336;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";28;784;4;2,1525;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2563513;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";40;1600;4;0,845;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;1225064;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";34;1156;6;0,2933333;"3 Empregado sem CLT";"2 Mulher solteira com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2271361;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";29;841;3;0,42;"0 Outros";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;544360;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";33;1089;4;0,5475;"3 Empregado sem CLT";"3 Outros";"4 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4747333;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";42;1764;6;0,6633333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;3731813;"1 Frequenta";"2 Médio completo e superior incompleto";28;784;3;1,333333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;1305863;"1 Frequenta";"2 Médio completo e superior incompleto";28;784;3;6,106667;"3 Empregado sem CLT";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2848504;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";41;1681;6;0,7233333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2587858;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";70;4900;7;0,3571429;"3 Empregado sem CLT";"3 Outros";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;4776179;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";21;441;4;0;"0 Outros";"3 Outros";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3099670;"1 Frequenta";"1 Fundamental completo e médio incompleto";31;961;3;2,98;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;880625;"0 Não frequenta";"1 Fundamental completo e médio incompleto";34;1156;3;1,433333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;468622;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";28;784;4;0,7125;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;581227;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;2;0,5;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;2098425;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;3;0;"0 Outros";"2 Mulher solteira com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;1860397;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";34;1156;3;0,7733333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3191285;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";32;1024;5;0,332;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3648414;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";26;676;4;0,7475;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4419786;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";27;729;5;0,488;"0 Outros";"2 Mulher solteira com crianças";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;5005479;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";28;784;5;0,264;"4 Conta Própria";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;638717;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";47;2209;7;0,2842857;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;793603;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";23;529;5;1,02;"3 Empregado sem CLT";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;2192430;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";26;676;3;0,6666667;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4641361;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";29;841;5;0,358;"3 Empregado sem CLT";"1 Casal com crianças";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;5098392;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";34;1156;6;0,2766667;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;398304;"1 Frequenta";"2 Médio completo e superior incompleto";25;625;5;0,53;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4138696;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";35;1225;3;0,8666667;"0 Outros";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;4278821;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";35;1225;3;1,613333;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;3103398;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";37;1369;7;0,2085714;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;617871;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";40;1600;5;0,066;"3 Empregado sem CLT";"3 Outros";"4 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;2562423;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";25;625;4;0,63;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;1931771;"0 Não frequenta";"1 Fundamental completo e médio incompleto";50;2500;9;0,3677778;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2587858;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";70;4900;7;0,3571429;"3 Empregado sem CLT";"3 Outros";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;1967308;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";29;841;5;0,2;"0 Outros";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;2187676;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;4;0,845;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3721343;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";23;529;6;0,3333333;"0 Outros";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3898566;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";40;1600;4;1,0775;"2 Empregado com CLT ou RP";"3 Outros";"4 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;543659;"0 Não frequenta";"1 Fundamental completo e médio incompleto";34;1156;10;0,1;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4790255;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";35;1225;4;1,19;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;1927166;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";47;2209;11;0;"0 Outros";"1 Casal com crianças";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;2452846;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";30;900;5;0,83;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4747333;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";42;1764;6;0,6633333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;3359433;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";68;4624;4;0,25;"0 Outros";"2 Mulher solteira com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;4910644;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";35;1225;6;0,3866667;"0 Outros";"2 Mulher solteira com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;99224;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";27;729;6;0,475;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"0 Centro-Sul"
2000;31;6200;1372707;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";32;1024;7;0,4185714;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"0 Centro-Sul"
2000;31;6200;637849;"1 Frequenta";"3 Superior completo";47;2209;7;11,35429;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2827153;"1 Frequenta";"2 Médio completo e superior incompleto";38;1444;4;19,8675;"1 Empregador";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;5036423;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";27;729;4;0,8275;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1134278;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";64;4096;7;2,107143;"1 Empregador";"3 Outros";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2670002;"1 Frequenta";"2 Médio completo e superior incompleto";39;1521;5;2,06;"0 Outros";"3 Outros";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;4482004;"1 Frequenta";"2 Médio completo e superior incompleto";36;1296;3;0,8833333;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;274238;"1 Frequenta";"2 Médio completo e superior incompleto";37;1369;6;4,041667;"2 Empregado com CLT ou RP";"3 Outros";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;3348480;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";27;729;3;1,546667;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1625181;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";35;1225;7;0,2357143;"4 Conta Própria";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;1630549;"1 Frequenta";"1 Fundamental completo e médio incompleto";65;4225;4;2,3175;"4 Conta Própria";"3 Outros";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;3584850;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";70;4900;4;3,81;"0 Outros";"2 Mulher solteira com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1128753;"1 Frequenta";"3 Superior completo";65;4225;8;2,7325;"0 Outros";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1707606;"1 Frequenta";"1 Fundamental completo e médio incompleto";33;1089;4;1,905;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2768840;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;3;1,323333;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;338951;"0 Não frequenta";"1 Fundamental completo e médio incompleto";39;1521;8;0,9125;"4 Conta Própria";"3 Outros";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;438798;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;9;0,1766667;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;5100896;"1 Frequenta";"2 Médio completo e superior incompleto";39;1521;5;2,452;"4 Conta Própria";"3 Outros";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1795166;"1 Frequenta";"3 Superior completo";36;1296;3;8,83;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;344662;"1 Frequenta";"2 Médio completo e superior incompleto";40;1600;3;5,3;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;3748010;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;4;0;"0 Outros";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;112844;"1 Frequenta";"1 Fundamental completo e médio incompleto";37;1369;3;3,973333;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;355389;"1 Frequenta";"2 Médio completo e superior incompleto";33;1089;4;0,66;"1 Empregador";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;301589;"1 Frequenta";"3 Superior completo";46;2116;5;0,9;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;1973144;"0 Não frequenta";"2 Médio completo e superior incompleto";35;1225;5;1,722;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2372322;"1 Frequenta";"1 Fundamental completo e médio incompleto";31;961;5;2,172;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;4699537;"1 Frequenta";"3 Superior completo";43;1849;2;9,605;"3 Empregado sem CLT";"2 Mulher solteira com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4410980;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";34;1156;8;1,91125;"0 Outros";"0 Homem solteiro com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1834428;"1 Frequenta";"3 Superior completo";33;1089;3;6,18;"3 Empregado sem CLT";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2228694;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";66;4356;4;2,075;"0 Outros";"2 Mulher solteira com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4456001;"0 Não frequenta";"3 Superior completo";43;1849;4;1,16;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;240506;"0 Não frequenta";"1 Fundamental completo e médio incompleto";27;729;4;0,4975;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;1927108;"1 Frequenta";"2 Médio completo e superior incompleto";56;3136;5;2,252;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2534449;"1 Frequenta";"2 Médio completo e superior incompleto";41;1681;4;1,9875;"1 Empregador";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;2404067;"0 Não frequenta";"1 Fundamental completo e médio incompleto";28;784;5;1,59;"1 Empregador";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;2498086;"1 Frequenta";"1 Fundamental completo e médio incompleto";34;1156;7;1,298571;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;2704338;"1 Frequenta";"3 Superior completo";38;1444;3;11,26;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;3686774;"1 Frequenta";"3 Superior completo";39;1521;3;9,05;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2298613;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;5;0,794;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;5287756;"1 Frequenta";"2 Médio completo e superior incompleto";40;1600;4;4,14;"4 Conta Própria";"1 Casal com crianças";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4012463;"1 Frequenta";"2 Médio completo e superior incompleto";32;1024;3;1,436667;"2 Empregado com CLT ou RP";"1 Casal com crianças";"5 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;4156296;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";39;1521;5;0,596;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;3555234;"1 Frequenta";"2 Médio completo e superior incompleto";32;1024;4;5,05;"1 Empregador";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;5218979;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";25;625;4;1,3275;"4 Conta Própria";"1 Casal com crianças";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;4891834;"0 Não frequenta";"3 Superior completo";53;2809;4;2,93;"3 Empregado sem CLT";"3 Outros";"4 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2495678;"1 Frequenta";"2 Médio completo e superior incompleto";32;1024;6;11,60167;"3 Empregado sem CLT";"3 Outros";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4173833;"1 Frequenta";"3 Superior completo";48;2304;3;2,646667;"1 Empregador";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;536297;"1 Frequenta";"2 Médio completo e superior incompleto";28;784;3;19,64667;"4 Conta Própria";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4786149;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";36;1296;5;0,358;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;4640002;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";47;2209;8;0,70375;"0 Outros";"3 Outros";"4 anos";"Masculino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;2929515;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";74;5476;7;1,557143;"0 Outros";"3 Outros";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2349283;"1 Frequenta";"1 Fundamental completo e médio incompleto";50;2500;5;1,228;"2 Empregado com CLT ou RP";"3 Outros";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;2145530;"0 Não frequenta";"0 Sem instrucao e fundamental incompleto";37;1369;8;0,24875;"3 Empregado sem CLT";"2 Mulher solteira com crianças";"4 anos";"Feminino";"0 Preto, pardo, indígena ou ignorado";"4 Noroeste"
2000;31;6200;2040859;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";32;1024;3;4,076667;"1 Empregador";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1942811;"1 Frequenta";"1 Fundamental completo e médio incompleto";62;3844;7;3,878571;"1 Empregador";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;338951;"1 Frequenta";"1 Fundamental completo e médio incompleto";39;1521;8;0,9125;"4 Conta Própria";"3 Outros";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4689445;"1 Frequenta";"0 Sem instrucao e fundamental incompleto";84;7056;10;1,836;"3 Empregado sem CLT";"1 Casal com crianças";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;3042714;"1 Frequenta";"1 Fundamental completo e médio incompleto";42;1764;4;0,5375;"0 Outros";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;4770107;"1 Frequenta";"3 Superior completo";47;2209;4;7,1175;"2 Empregado com CLT ou RP";"1 Casal com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;355389;"1 Frequenta";"2 Médio completo e superior incompleto";33;1089;4;0,66;"1 Empregador";"1 Casal com crianças";"5 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;1006790;"1 Frequenta";"2 Médio completo e superior incompleto";37;1369;3;4,913333;"2 Empregado com CLT ou RP";"2 Mulher solteira com crianças";"4 anos";"Masculino";"1 Branco ou Amarelo";"4 Noroeste"
2000;31;6200;127991;"1 Frequenta";"2 Médio completo e superior incompleto";48;2304;2;1,985;"2 Empregado com CLT ou RP";"3 Outros";"5 anos";"Feminino";"1 Branco ou Amarelo";"4 Noroeste"
